Term,Category,Reasoning,Original_Label,NLD
floatstone,Sedimentary Rock,"The NLD defines floatstone as a 'carbonate rock' composed of 'grains' and a 'finer-grained matrix', which directly matches the definition of Sedimentary Rock.",ROCHA,"A floatstone is a carbonate rock that is characterized by having more than 10% of its volume composed of grains larger than 2 mm, which are supported by a finer-grained matrix and do not touch each other."
siliciclastics,Sedimentary Rock,"The NLD explicitly defines 'siliciclastic rock' as a type of sedimentary rock, which directly aligns with the 'Sedimentary Rock' category.",ROCHA,"A siliciclastic rock is a type of sedimentary rock that is primarily composed of silicate minerals derived from the physical weathering and erosion of pre-existing rocks, which are then transported, deposited, and lithified."
Albian,Geological Time Interval,"The NLD describes Albian as a chronostratigraphic stage spanning a specific range of millions of years, which aligns with the definition of a Geological Time Interval as a temporal region of finite dimension.",UNIDADE_CRONO,"Albian is a chronostratigraphic stage that constitutes the youngest subdivision of the Lower Cretaceous Series, spanning approximately 113.0 to 100.5 million years ago."
Albian,Geological Time Interval,"The NLD describes Albian as a chronostratigraphic stage spanning a specific range of millions of years, which aligns with the definition of a Geological Time Interval as a temporal region of finite dimension.",UNIDADE_CRONO,"Albian is a chronostratigraphic stage that constitutes the youngest subdivision of the Lower Cretaceous Series, spanning approximately 113.0 to 100.5 million years ago."
dolomites,Sedimentary Rock,"The NLD defines dolomites as a 'type of carbonate rock' formed through diagenetic alteration or precipitation, which aligns perfectly with the definition of Sedimentary Rock.",ROCHA,"Dolomites are a type of carbonate rock that is predominantly composed of the mineral dolomite (CaMg(CO3)2), typically formed through the diagenetic alteration of limestones or direct precipitation."
wackestones,Sedimentary Rock,"The NLD defines wackestone as a 'carbonate rock' with a 'mud-supported texture containing more than 10% grains', which directly aligns with the definition of a Sedimentary Rock.",ROCHA,"A wackestone is a carbonate rock that is characterized by a mud-supported texture containing more than 10% grains (allochems), as defined by the Dunham classification scheme."
coquinas,Sedimentary Rock,The NLD explicitly defines coquina as a 'type of bioclastic sedimentary rock'.,ROCHA,"A coquina is a type of bioclastic sedimentary rock that is predominantly composed of whole or fragmented shells of bivalve mollusks, often with a minor matrix. In the Brazilian Pre-Salt, these rocks are typically lacustrine in origin and constitute significant carbonate reservoirs."
aragonite,Geological Object,"The NLD describes aragonite as a mineral that crystallizes, and 'a crystal' is explicitly listed as an example of a Geological Object.",MINERAIS,"Aragonite is a mineral that is a carbonate polymorph of calcite, having the chemical formula CaCO3 and crystallizing in the orthorhombic system. It is metastable at surface conditions and commonly inverts to calcite over geological time, often forming biogenic shells and early diagenetic cements."
Berriasian,Geological Time Interval,"The NLD describes a chronostratigraphic unit spanning a specific duration, which directly aligns with the definition of a Geological Time Interval as a temporal region within Global Geological Time.",UNIDADE_CRONO,"The Berriasian is a chronostratigraphic unit that represents the earliest stage of the Early Cretaceous epoch, spanning approximately from 145.0 to 139.8 million years ago."
wedges,Wedge Geometry,"The NLD describes a 'structural geometry that exhibits a tapering or thickening shape,' which directly corresponds to the definition of Wedge Geometry as a specific type of shape.",ESTRUTURA_FISICA,"A geological wedge is a geological body or structural geometry that exhibits a tapering or thickening shape in cross-section, often bounded by faults, unconformities, or depositional surfaces, and commonly represents a localized accumulation of rock or a fault-bounded block within a basin."
Rito Santo,Geological Object,"The NLD describes a 'sedimentary basin' as a large, identifiable geological feature formed by geological processes, which aligns with the definition of a Geological Object.",BACIA,"The Espírito Santo Basin is a sedimentary basin that is located offshore the Brazilian coast, extending from the state of Espírito Santo, and is part of the Brazilian continental margin formed during the Gondwana breakup. It contains significant pre-salt carbonate reservoirs, similar to those found in the adjacent Campos and Santos basins, making it a key area for oil and gas exploration."
Early Aptian,Geological Time Interval,"The NLD defines 'Early Aptian' as a 'chronostratigraphic unit' representing a specific 'early part' of a geological stage, which directly aligns with the definition of a Geological Time Interval.",UNIDADE_CRONO,"Early Aptian is a chronostratigraphic unit that represents the early part of the Aptian Stage of the Lower Cretaceous Series. It is characterized by the deposition of significant lacustrine carbonate reservoirs in the Brazilian Pre-Salt, preceding the main evaporitic phase."
rudstone,Sedimentary Rock,"The NLD explicitly defines rudstone as a carbonate rock, which is a specific type of sedimentary rock.",ROCHA,A rudstone is a carbonate rock that is grain-supported and contains more than 10% of grains larger than 2 mm in diameter.
smectite,Sedimentary Rock,The NLD explicitly defines smectite as a 'fine-grained sedimentary rock'.,ROCHA,"Smectite is a rock that is a fine-grained sedimentary rock predominantly composed of smectite-group clay minerals, characterized by high cation exchange capacity and significant swelling properties."
clay,Sediment,"The NLD explicitly defines clay as an 'unconsolidated sediment' composed of fine-grained mineral particles, which directly matches the definition of Sediment.",NAO_CONSOLID,"Clay is an unconsolidated sediment that is primarily composed of fine-grained mineral particles, typically less than 4 micrometers in diameter. It commonly consists of hydrous aluminum phyllosilicates and other fine-grained minerals, exhibiting plasticity when wet."
floatstone,Sedimentary Rock,"The NLD explicitly defines floatstone as a 'carbonate rock' composed of sedimentary grains and a matrix, which directly aligns with the definition of Sedimentary Rock.",ROCHA,"A floatstone is a carbonate rock that is characterized by having more than 10% of its volume composed of grains larger than 2 mm, which are supported by a finer-grained matrix and do not touch each other."
